,Loss
1241,117.52913
1242,116.04414
1243,115.77582
1244,123.44046
1245,139.34326
1246,100.27554
1247,99.4538
1248,121.99631
1249,129.25098
1250,97.77153
1251,104.82823
1252,127.55633
1253,109.5001
1254,125.49477
1255,102.10588
1256,127.55093
1257,119.56777
1258,118.41881
1259,132.7493
1260,119.13948
1261,107.91131
1262,106.75575
1263,122.98586
1264,127.02881
1265,115.35857
1266,91.24855
1267,120.221
1268,105.23714
1269,104.58319
1270,136.15213
1271,107.68948
1272,108.16214
1273,117.327515
1274,125.00841
1275,127.95562
1276,162.64578
1277,121.12985
1278,118.692055
1279,112.49812
1280,100.9394
1281,135.16245
1282,117.638504
1283,109.464935
1284,119.56668
1285,131.80653
1286,99.85448
1287,120.34675
1288,104.713196
1289,133.68756
1290,115.01157
1291,104.16167
1292,119.09499
1293,119.33963
1294,111.000275
1295,120.90159
1296,120.577675
1297,136.75775
1298,112.456696
1299,113.11128
1300,103.914894
1301,120.74835
1302,117.972435
1303,124.69994
1304,113.94806
1305,97.64756
1306,116.020966
1307,102.66301
1308,103.14421
1309,116.03206
1310,106.39261
1311,128.37918
1312,100.20269
1313,126.61203
1314,125.68393
1315,110.81909
1316,119.163086
1317,124.087135
1318,114.58923
1319,132.26004
1320,107.08777
1321,106.08491
1322,104.8848
1323,115.75554
1324,123.79079
1325,107.41718
1326,122.666306
1327,106.04255
1328,111.7357
1329,109.5536
1330,128.70721
1331,127.019035
1332,106.07622
1333,127.409584
1334,83.067085
1335,103.327156
1336,90.27393
1337,109.33681
1338,93.32941
1339,121.0497
1340,119.00314
1341,127.89874
1342,115.811806
1343,108.49068
1344,108.73394
1345,107.89298
1346,124.19739
1347,108.01825
1348,109.59189
1349,127.65802
1350,91.017136
1351,102.74657
1352,123.20453
1353,124.68966
1354,114.673645
1355,94.28972
1356,119.78975
1357,122.92955
1358,102.37253
1359,80.71655
1360,123.64542
1361,91.16977
1362,122.671875
1363,126.65747
1364,109.097115
1365,91.787346
1366,108.97031
1367,109.37526
1368,114.95537
1369,103.399704
1370,143.27504
1371,95.74588
1372,122.44144
1373,114.409515
1374,106.864685
1375,95.649475
1376,122.939835
1377,102.459175
1378,102.32114
1379,120.246796
1380,118.96069
1381,103.74539
1382,122.49452
1383,102.88447
1384,112.48236
1385,94.78108
1386,103.198616
1387,94.35952
1388,110.1293
1389,101.58143
1390,107.690094
1391,133.84747
1392,100.644035
1393,102.83961
1394,111.56401
1395,123.643105
1396,106.53263
1397,119.42775
1398,130.04337
1399,102.819954
1400,116.017685
1401,110.20752
1402,89.55919
1403,111.36441
1404,98.27836
1405,127.79589
1406,100.203064
1407,96.62383
1408,106.6641
1409,99.54347
1410,98.749695
1411,103.4944
1412,114.01844
1413,101.339424
1414,84.03191
1415,113.41202
1416,126.96845
1417,103.176544
1418,94.688644
1419,91.38715
1420,107.76065
1421,104.91707
1422,117.2894
1423,104.21473
1424,117.16435
1425,76.68419
1426,88.58286
1427,98.80268
1428,105.110596
1429,111.42705
1430,128.40225
1431,95.207184
1432,67.8663
1433,122.91556
1434,96.56029
1435,111.36759
1436,113.61642
1437,102.573074
1438,100.30722
1439,88.466064
1440,93.134964
1441,113.05029
1442,102.8145
1443,82.81294
1444,94.83886
1445,101.55992
1446,100.698166
1447,87.592834
1448,95.26997
1449,92.782005
1450,117.241425
1451,98.87319
1452,87.26837
1453,94.264565
1454,83.61095
1455,99.920746
1456,85.77977
1457,93.906204
1458,79.92668
1459,95.58449
1460,101.12394
1461,94.583496
1462,98.22836
1463,94.097855
1464,92.91327
1465,105.3616
1466,102.260056
1467,115.31912
1468,94.708084
1469,118.949844
1470,85.6082
1471,96.35805
1472,103.69696
1473,96.726074
1474,95.8559
1475,95.22999
1476,93.83652
1477,84.8361
1478,103.389084
1479,94.221825
1480,104.82672
1481,120.59394
1482,110.74007
1483,90.85315
1484,76.45244
1485,94.472694
1486,89.663574
1487,102.18683
1488,104.79382
1489,118.44635
1490,92.56517
1491,86.385315
1492,102.54522
1493,79.00984
1494,99.0116
1495,94.46297
1496,90.915886
1497,94.445435
1498,87.43723
1499,97.17172
1500,100.62103
1501,92.43644
1502,83.99662
1503,100.96669
1504,110.88294
1505,83.05054
1506,95.7879
1507,91.79336
1508,84.942
1509,94.89923
1510,83.0315
1511,90.36185
1512,96.38725
1513,84.383255
1514,89.81886
1515,107.95468
1516,83.468445
1517,94.732086
1518,81.584114
1519,94.23764
1520,103.659454
1521,107.44373
1522,92.71493
1523,72.28171
1524,89.45474
1525,103.286766
1526,91.183914
1527,103.365585
1528,91.0227
1529,104.91531
1530,102.91145
1531,68.29452
1532,102.077835
1533,90.394516
1534,91.615555
1535,78.831436
1536,92.531136
1537,79.624985
1538,86.86427
1539,93.6132
1540,107.66576
1541,97.55493
1542,90.80268
1543,95.03342
1544,88.92549
1545,88.062744
1546,102.66841
1547,84.08553
1548,92.51831
1549,90.935974
1550,90.970505
1551,101.9595
1552,90.699066
1553,83.66901
1554,97.31318
1555,73.96686
1556,105.59492
1557,111.1526
1558,104.285446
1559,88.22584
1560,91.2984
1561,91.902405
1562,97.96668
1563,89.42793
1564,80.444565
1565,89.78649
1566,91.23386
1567,80.49335
1568,84.18776
1569,81.04624
1570,95.039505
1571,82.432976
1572,74.06952
1573,86.1593
1574,80.85431
1575,91.4216
1576,63.42395
1577,89.56609
1578,83.5224
1579,89.32884
1580,77.29813
1581,94.55481
1582,97.28957
1583,90.962524
1584,100.34139
1585,86.52702
1586,89.239365
1587,94.71967
1588,87.97301
1589,100.34453
1590,84.166626
1591,88.040405
1592,92.010506
1593,92.627174
1594,98.55252
1595,76.8089
1596,68.88468
1597,78.95249
1598,97.57441
1599,117.70582
1600,109.723724
1601,86.69647
1602,85.986465
1603,78.268585
1604,97.37885
1605,81.58662
1606,77.52713
1607,98.2623
1608,88.46684
1609,92.07424
1610,83.07106
1611,101.557175
1612,79.38209
1613,82.5872
1614,100.8601
1615,86.496376
1616,80.18338
1617,105.3562
1618,84.0048
1619,91.02083
1620,82.05774
1621,79.5128
1622,86.03392
1623,91.46309
1624,88.22703
1625,81.30798
1626,75.48892
1627,75.57559
1628,92.19166
1629,86.74479
1630,85.77759
1631,85.14409
1632,97.542694
1633,96.29152
1634,89.60325
1635,77.04677
1636,99.864235
1637,93.882286
1638,97.93737
1639,92.88519
1640,72.460594
1641,87.85838
1642,85.73299
1643,71.48047
1644,86.58101
1645,76.58734
1646,77.50312
1647,81.9155
1648,86.7123
1649,83.83384
1650,96.30553
1651,78.37291
1652,82.48718
1653,82.94104
1654,72.480804
1655,100.8846
1656,89.10278
1657,72.84242
1658,89.6444
1659,94.61914
1660,106.24472
1661,95.20544
1662,75.95676
1663,87.98378
1664,90.80191
1665,77.04185
1666,74.35141
1667,84.90003
1668,79.58636
1669,89.58852
1670,80.1067
1671,76.065926
1672,66.32033
1673,107.1487
1674,86.36542
1675,96.82377
1676,78.927315
1677,92.720375
1678,89.732315
1679,83.02858
1680,81.54228
1681,86.20763
1682,79.694214
1683,99.887375
1684,90.035286
1685,75.947495
1686,100.646255
1687,80.6812
1688,81.340485
1689,81.58794
1690,73.37929
1691,64.12488
1692,63.596886
1693,69.67256
1694,80.466125
1695,77.81858
1696,76.087906
1697,74.884796
1698,71.53574
1699,101.636734
1700,84.78971
1701,68.57427
1702,94.39341
1703,92.64369
1704,85.374084
1705,76.81447
1706,94.52661
1707,92.7176
1708,98.46258
1709,101.60955
1710,67.28579
1711,94.28484
1712,73.21541
1713,64.62867
1714,73.60396
1715,83.75916
1716,74.96925
1717,101.85451
1718,70.23378
1719,98.61314
1720,88.54875
1721,93.426636
1722,98.35309
1723,74.83745
1724,102.025764
1725,94.051094
1726,87.989265
1727,92.02366
1728,97.18384
1729,89.33448
1730,74.29828
1731,91.88892
1732,99.4111
1733,92.69371
1734,83.83078
1735,91.8475
1736,97.88495
1737,82.25994
1738,77.17434
1739,72.769455
1740,86.91249
1741,79.16403
1742,91.99603
1743,96.20873
1744,100.22894
1745,66.73848
1746,73.22336
1747,70.12984
1748,99.794334
1749,91.826035
1750,91.31125
1751,78.285
1752,74.58283
1753,94.903076
1754,87.87892
1755,80.67714
1756,82.71549
1757,75.87778
1758,84.95819
1759,82.19439
1760,89.566895
1761,84.98179
1762,80.41638
1763,72.88446
1764,93.84392
1765,89.67289
1766,76.909775
1767,87.812195
1768,68.68248
1769,73.69204
1770,68.91182
1771,71.445145
1772,76.58758
1773,79.01422
1774,68.567
1775,65.00838
1776,65.20489
1777,79.520004
1778,83.57524
1779,81.26251
1780,88.751045
1781,90.06287
1782,86.56772
1783,75.26053
1784,83.65297
1785,82.78194
1786,83.22069
1787,80.52327
1788,80.56577
1789,77.10383
1790,90.73511
1791,88.03569
1792,95.939995
1793,79.88182
1794,85.021675
1795,78.50845
1796,83.356476
1797,92.28551
1798,84.07024
1799,91.68219
1800,78.50368
1801,87.165
1802,64.3912
1803,82.80721
1804,66.05031
1805,93.62088
1806,89.85133
1807,72.0732
1808,78.92795
1809,95.262344
1810,88.38221
1811,75.33966
1812,97.08303
1813,87.354485
1814,64.095795
1815,91.40732
1816,79.93299
1817,99.628265
1818,79.39286
1819,67.479385
1820,74.9837
1821,80.754684
1822,84.85771
1823,78.77699
1824,80.00065
1825,62.907547
1826,70.09166
1827,70.00581
1828,70.46089
1829,84.105835
1830,74.02582
1831,77.20801
1832,78.08255
1833,85.698135
1834,71.56752
1835,84.977554
1836,86.76883
1837,91.6617
1838,89.93085
1839,89.037186
1840,82.55624
1841,78.87136
1842,61.115105
1843,94.56454
1844,79.38188
1845,77.946236
1846,77.70068
1847,82.76221
1848,83.929924
1849,101.49043
1850,61.206085
1851,104.80636
1852,108.94681
1853,89.26616
1854,94.686134
1855,84.65674
1856,83.40778
1857,85.000595
1858,87.02739
1859,78.22974
1860,66.57098
1861,80.60881
1862,83.97908
1863,99.14471
1864,93.45215
1865,84.609695
1866,73.07549
1867,74.46432
1868,75.77529
1869,74.082825
1870,68.55999
1871,96.04625
1872,86.45953
